============================================================================================================================================
DETAILED LINE-BY-LINE COMPARISON REPORT
REST API vs WebSocket - Every Symbol with Timestamps and Exact Values
============================================================================================================================================
Report Generated: 2025-12-03 00:57:57.909

Total USDT Perpetual Futures: 534

============================================================================================================================================
REST API BATCH CALL TIMING
============================================================================================================================================
Request Time:  2025-12-03 00:57:58.091
Response Time: 2025-12-03 00:57:58.240
Latency:       148.97 ms
Symbols Retrieved: 534

============================================================================================================================================
WEBSOCKET STATE FILE TIMING
============================================================================================================================================
Request Time:  2025-12-03 00:57:58.247
Response Time: 2025-12-03 00:57:58.249
Read Latency:  1.48 ms
Symbols Tracked: 534

============================================================================================================================================
DETAILED COMPARISON - ALL SYMBOLS
============================================================================================================================================

SYMBOL          REST FUNDING    WS FUNDING      FUNDING DIFF    REST PRICE      WS PRICE        PRICE DIFF      STATUS    
HIGHUSDT        -0.00032585     -0.00032585     0.0000        % $0.2576         $0.2576         0.0002        % ✅ MATCH   
HIPPOUSDT       0.00004228      0.00004228      0.0000        % $0.0011         $0.0011         0.0000        % ✅ MATCH   
HIVEUSDT        0.00005000      0.00005000      0.0000        % $0.1062         $0.1062         0.0000        % ✅ MATCH   
HMSTRUSDT       0.00002534      0.00002534      0.0000        % $0.0002         $0.0002         0.0000        % ✅ MATCH   
HOLOUSDT        0.00003911      0.00003911      0.0000        % $0.0807         $0.0807         0.0000        % ✅ MATCH   
HOMEUSDT        0.00005000      0.00005000      0.0000        % $0.0241         $0.0241         0.0000        % ✅ MATCH   
HOOKUSDT        0.00010000      0.00010000      0.0000        % $0.0434         $0.0434         0.0000        % ✅ MATCH   
HOTUSDT         0.00010000      None            N/A             0.0005          2.2e-05         N/A             ⚠️ NULL   
HUMAUSDT        0.00005000      None            N/A             0.0274          0.001041        N/A             ⚠️ NULL   
HUSDT           0.00005000      0.00005000      0.0000        % $0.1154         $0.1154         0.0000        % ✅ MATCH   
HYPERUSDT       0.00003995      0.00003995      0.0000        % $0.1313         $0.1313         0.0000        % ✅ MATCH   
HYPEUSDT        0.00005000      None            N/A             33.4891         2.812           N/A             ⚠️ NULL   
ICNTUSDT        0.00005000      0.00005000      0.0000        % $0.3169         $0.3169         0.0000        % ✅ MATCH   
ICPUSDT         -0.00002516     None            N/A             3.7590          0.07            N/A             ⚠️ NULL   
ICXUSDT         0.00010000      0.00010000      0.0000        % $0.0681         $0.0681         0.0000        % ✅ MATCH   
IDOLUSDT        0.00005000      0.00005000      0.0000        % $0.0319         $0.0319         0.0000        % ✅ MATCH   
IDUSDT          0.00010000      0.00010000      0.0000        % $0.0772         $0.0772         0.0000        % ✅ MATCH   
ILVUSDT         -0.00029911     -0.00029911     0.0000        % $7.2910         $7.2910         0.0000        % ✅ MATCH   
IMXUSDT         0.00005000      0.00005000      0.0000        % $0.3037         $0.3037         0.0001        % ✅ MATCH   
INITUSDT        -0.00074391     -0.00074391     0.0000        % $0.1027         $0.1027         0.0000        % ✅ MATCH   
INJUSDT         0.00010000      None            N/A             5.8314          0.607           N/A             ⚠️ NULL   
INUSDT          -0.00039349     -0.00039349     0.0000        % $0.0925         $0.0925         0.0000        % ✅ MATCH   
IOSTUSDT        -0.00131887     None            N/A             0.0023          None            N/A             ⚠️ NULL   
IOTAUSDT        0.00005128      None            N/A             0.1040          0.0063          N/A             ⚠️ NULL   
IOTXUSDT        -0.00020058     -0.00020058     0.0000        % $0.0083         $0.0083         0.0000        % ✅ MATCH   
IOUSDT          -0.00012736     -0.00012736     0.0000        % $0.2130         $0.2130         0.0000        % ✅ MATCH   
IPUSDT          -0.00017664     -0.00017664     0.0000        % $2.2983         $2.2983         0.0000        % ✅ MATCH   
IRYSUSDT        0.00005000      None            N/A             0.0307          -0.000762       N/A             ⚠️ NULL   
JASMYUSDT       -0.00014557     None            N/A             0.0073          0.00055         N/A             ⚠️ NULL   
JCTUSDT         0.00005000      0.00005000      0.0000        % $0.0032         $0.0032         0.0309        % ✅ MATCH   
JELLYJELLYUSDT  0.00005000      None            N/A             0.0392          -0.00966        N/A             ⚠️ NULL   
JOEUSDT         0.00010000      0.00010000      0.0000        % $0.0725         $0.0725         0.0000        % ✅ MATCH   
JSTUSDT         -0.00003460     -0.00003460     0.0000        % $0.0409         $0.0409         0.0000        % ✅ MATCH   
JTOUSDT         0.00005000      0.00005000      0.0000        % $0.4682         $0.4682         0.0002        % ✅ MATCH   
JUPUSDT         -0.00002089     -0.00002089     0.0000        % $0.2477         $0.2477         0.0000        % ✅ MATCH   
KAIAUSDT        0.00004566      0.00004566      0.0000        % $0.0795         $0.0795         0.0000        % ✅ MATCH   
KAITOUSDT       -0.00006384     -0.00006384     0.0000        % $0.6552         $0.6552         0.0000        % ✅ MATCH   
KASUSDT         0.00005000      0.00005000      0.0000        % $0.0543         $0.0543         0.0000        % ✅ MATCH   
KAVAUSDT        0.00000309      0.00000309      0.0000        % $0.1208         $0.1208         0.0000        % ✅ MATCH   
KERNELUSDT      0.00005000      0.00005000      0.0000        % $0.0839         $0.0839         0.0000        % ✅ MATCH   
KGENUSDT        0.00005000      0.00005000      0.0000        % $0.1695         $0.1695         0.0000        % ✅ MATCH   
KITEUSDT        0.00005000      0.00005000      0.0000        % $0.0977         $0.0977         0.0000        % ✅ MATCH   
KMNOUSDT        0.00005000      0.00005000      0.0000        % $0.0617         $0.0617         0.0000        % ✅ MATCH   
KNCUSDT         -0.00005401     -0.00005401     0.0000        % $0.2786         $0.2786         0.0000        % ✅ MATCH   
KOMAUSDT        -0.00007688     -0.00007688     0.0000        % $0.0136         $0.0136         0.0000        % ✅ MATCH   
KSMUSDT         0.00010000      0.00010000      0.0000        % $8.6213         $8.6213         0.0000        % ✅ MATCH   
LABUSDT         0.00005000      0.00005000      0.0000        % $0.0807         $0.0807         0.0000        % ✅ MATCH   
LAUSDT          -0.00018868     -0.00018868     0.0000        % $0.3900         $0.3900         0.0000        % ✅ MATCH   
LAYERUSDT       -0.00003208     -0.00003208     0.0000        % $0.1997         $0.1997         0.0000        % ✅ MATCH   
LDOUSDT         0.00010000      0.00010000      0.0000        % $0.6187         $0.6186         0.0162        % ✅ MATCH   
LIGHTUSDT       0.00017994      None            N/A             1.6491          0.5201          N/A             ⚠️ NULL   
LINEAUSDT       0.00001647      0.00001647      0.0000        % $0.0092         $0.0092         0.0000        % ✅ MATCH   
LINKUSDT        0.00010000      None            N/A             13.5660         1.492           N/A             ⚠️ NULL   
LISTAUSDT       0.00005000      0.00005000      0.0000        % $0.1873         $0.1873         0.0000        % ✅ MATCH   
LPTUSDT         -0.00003268     None            N/A             3.9253          0.188           N/A             ⚠️ NULL   
LQTYUSDT        0.00001880      0.00001880      0.0000        % $0.4783         $0.4783         0.0000        % ✅ MATCH   
LRCUSDT         -0.00021749     None            N/A             0.0516          0.0031          N/A             ⚠️ NULL   
LSKUSDT         -0.00061469     -0.00061469     0.0000        % $0.2205         $0.2205         0.0000        % ✅ MATCH   
LTCUSDT         -0.00007574     None            N/A             83.2500         5.57            N/A             ⚠️ NULL   
LUMIAUSDT       0.00003993      0.00003993      0.0000        % $0.1236         $0.1236         0.0000        % ✅ MATCH   
LUNA2USDT       -0.00016556     -0.00016556     0.0000        % $0.0709         $0.0709         0.0000        % ✅ MATCH   
LYNUSDT         0.00005000      0.00005000      0.0000        % $0.0694         $0.0694         0.0000        % ✅ MATCH   
MAGICUSDT       -0.00009926     -0.00009926     0.0000        % $0.1003         $0.1003         0.0000        % ✅ MATCH   
MANAUSDT        0.00010000      0.00010000      0.0000        % $0.1596         $0.1596         0.0000        % ✅ MATCH   
MANTAUSDT       -0.00014557     -0.00014557     0.0000        % $0.0982         $0.0982         0.0000        % ✅ MATCH   
MASKUSDT        -0.00006733     -0.00006733     0.0000        % $0.6750         $0.6750         0.0000        % ✅ MATCH   
MAVIAUSDT       0.00005000      0.00005000      0.0000        % $0.0501         $0.0501         0.0000        % ✅ MATCH   
MAVUSDT         -0.00006399     -0.00006399     0.0000        % $0.0306         $0.0306         0.0074        % ✅ MATCH   
MBOXUSDT        0.00005000      0.00005000      0.0000        % $0.0359         $0.0359         0.0000        % ✅ MATCH   
MELANIAUSDT     0.00005000      0.00005000      0.0000        % $0.1231         $0.1231         0.0000        % ✅ MATCH   
MEMEUSDT        -0.00001510     -0.00001510     0.0000        % $0.0012         $0.0012         0.0000        % ✅ MATCH   
MERLUSDT        -0.00114985     None            N/A             0.3291          -0.13728        N/A             ⚠️ NULL   
METISUSDT       -0.00005892     None            N/A             6.7979          0.062           N/A             ⚠️ NULL   
METUSDT         0.00005000      0.00005000      0.0000        % $0.3218         $0.3218         0.0000        % ✅ MATCH   
MEUSDT          -0.00004439     -0.00004439     0.0000        % $0.3342         $0.3342         0.0000        % ✅ MATCH   
MEWUSDT         0.00005000      0.00005000      0.0000        % $0.0012         $0.0012         0.0000        % ✅ MATCH   
MILKUSDT        0.00100143      0.00100143      0.0000        % $0.0180         $0.0180         0.0000        % ✅ MATCH   
MINAUSDT        0.00001114      0.00001114      0.0000        % $0.1015         $0.1015         0.0005        % ✅ MATCH   
MIRAUSDT        0.00005000      0.00005000      0.0000        % $0.1536         $0.1536         0.0000        % ✅ MATCH   
MITOUSDT        0.00005000      0.00005000      0.0000        % $0.0880         $0.0880         0.0000        % ✅ MATCH   
MLNUSDT         -0.00006900     -0.00006900     0.0000        % $5.5092         $5.5092         0.0002        % ✅ MATCH   
MMTUSDT         0.00002624      None            N/A             0.2378          0.0026          N/A             ⚠️ NULL   
MOCAUSDT        -0.00009272     -0.00009272     0.0000        % $0.0233         $0.0233         0.0000        % ✅ MATCH   
MONUSDT         0.00005000      None            N/A             0.0309          0.00243         N/A             ⚠️ NULL   
MOODENGUSDT     -0.00104662     -0.00104662     0.0000        % $0.0776         $0.0776         0.0158        % ✅ MATCH   
MORPHOUSDT      -0.00044254     -0.00044254     0.0000        % $1.4541         $1.4541         0.0000        % ✅ MATCH   
MOVEUSDT        0.00005000      0.00005000      0.0000        % $0.0483         $0.0483         0.0000        % ✅ MATCH   
MOVRUSDT        0.00005000      0.00005000      0.0000        % $3.0240         $3.0240         0.0000        % ✅ MATCH   
MTLUSDT         -0.00007971     -0.00007971     0.0000        % $0.4161         $0.4161         0.0000        % ✅ MATCH   
MUBARAKUSDT     0.00005000      0.00005000      0.0000        % $0.0167         $0.0167         0.0000        % ✅ MATCH   
MUSDT           0.00005000      None            N/A             1.3701          -0.0435         N/A             ⚠️ NULL   
MYXUSDT         0.00031525      0.00031525      0.0000        % $3.3709         $3.3712         0.0103        % ✅ MATCH   
NAORISUSDT      0.00005000      0.00005000      0.0000        % $0.0272         $0.0272         0.0000        % ✅ MATCH   
NEARUSDT        0.00010000      0.00010000      0.0000        % $1.7920         $1.7913         0.0403        % ✅ MATCH   
NEIROUSDT       0.00005000      0.00005000      0.0000        % $0.0001         $0.0001         0.0000        % ✅ MATCH   
NEOUSDT         0.00010000      0.00010000      0.0000        % $4.2692         $4.2692         0.0000        % ✅ MATCH   
NEWTUSDT        0.00005000      None            N/A             0.1144          0.0065          N/A             ⚠️ NULL   
NFPUSDT         0.00005000      0.00005000      0.0000        % $0.0282         $0.0282         0.0000        % ✅ MATCH   
NILUSDT         -0.00010644     -0.00010644     0.0000        % $0.0748         $0.0749         0.1362        % ❌ DIFF    
NKNUSDT         0.00002459      0.00002459      0.0000        % $0.0137         $0.0137         0.0095        % ✅ MATCH   
NMRUSDT         -0.00016625     -0.00016625     0.0000        % $10.9291        $10.9291        0.0001        % ✅ MATCH   
NOMUSDT         0.00005000      0.00005000      0.0000        % $0.0104         $0.0104         0.0000        % ✅ MATCH   
NOTUSDT         0.00005000      0.00005000      0.0000        % $0.0006         $0.0006         0.0137        % ✅ MATCH   
NTRNUSDT        -0.00020804     None            N/A             0.0324          0.0015          N/A             ⚠️ NULL   
NXPCUSDT        0.00005000      0.00005000      0.0000        % $0.4520         $0.4520         0.0017        % ✅ MATCH   
OBOLUSDT        0.00005000      0.00005000      0.0000        % $0.0396         $0.0396         0.0004        % ✅ MATCH   
OGNUSDT         -0.00029880     -0.00029880     0.0000        % $0.0358         $0.0358         0.0000        % ✅ MATCH   
OGUSDT          0.00005000      0.00005000      0.0000        % $11.8390        $11.8390        0.0000        % ✅ MATCH   
OLUSDT          0.00005000      0.00005000      0.0000        % $0.0204         $0.0204         0.0000        % ✅ MATCH   
OMUSDT          -0.00057922     None            N/A             0.0754          0.00244         N/A             ⚠️ NULL   
ONDOUSDT        0.00005000      0.00005000      0.0000        % $0.5017         $0.5017         0.0003        % ✅ MATCH   
ONEUSDT         0.00010000      0.00010000      0.0000        % $0.0041         $0.0041         0.0000        % ✅ MATCH   
ONGUSDT         0.00005000      0.00005000      0.0000        % $0.0951         $0.0951         0.0000        % ✅ MATCH   
ONTUSDT         -0.00020664     -0.00020664     0.0000        % $0.0735         $0.0735         0.0000        % ✅ MATCH   
ONUSDT          0.00005000      None            N/A             0.1034          -0.00125        N/A             ⚠️ NULL   
OPENUSDT        -0.00038208     -0.00038208     0.0000        % $0.2231         $0.2231         0.0000        % ✅ MATCH   
OPUSDT          0.00010000      None            N/A             0.3163          0.0306          N/A             ⚠️ NULL   
ORCAUSDT        -0.00035101     -0.00035101     0.0000        % $1.2962         $1.2963         0.0092        % ✅ MATCH   
ORDERUSDT       0.00010000      0.00010000      0.0000        % $0.1098         $0.1098         0.0000        % ✅ MATCH   
ORDIUSDT        0.00005000      None            N/A             4.0190          0.461           N/A             ⚠️ NULL   
OXTUSDT         0.00007507      0.00007507      0.0000        % $0.0285         $0.0285         0.0000        % ✅ MATCH   
PARTIUSDT       0.00004220      None            N/A             0.1358          0.03216         N/A             ⚠️ NULL   
PAXGUSDT        0.00003414      0.00003414      0.0000        % $4211.3247      $4211.3093      0.0004        % ✅ MATCH   
PENDLEUSDT      0.00001592      None            N/A             2.6623          0.1984          N/A             ⚠️ NULL   
PENGUUSDT       0.00005000      None            N/A             0.0121          0.002472        N/A             ⚠️ NULL   
PEOPLEUSDT      -0.00000389     -0.00000389     0.0000        % $0.0100         $0.0100         0.0485        % ✅ MATCH   
PHAUSDT         -0.00024111     -0.00024111     0.0000        % $0.0424         $0.0424         0.0000        % ✅ MATCH   
PHBUSDT         0.00010000      0.00010000      0.0000        % $0.3156         $0.3156         0.0000        % ✅ MATCH   
PIEVERSEUSDT    -0.00003422     None            N/A             0.5875          0.2379          N/A             ⚠️ NULL   
PIPPINUSDT      -0.00207848     None            N/A             0.2243          0.03303         N/A             ⚠️ NULL   
PIXELUSDT       0.00005000      0.00005000      0.0000        % $0.0110         $0.0110         0.0000        % ✅ MATCH   
PLAYUSDT        0.00005000      0.00005000      0.0000        % $0.0313         $0.0313         0.0000        % ✅ MATCH   
PLUMEUSDT       -0.00010267     -0.00010267     0.0000        % $0.0205         $0.0205         0.0000        % ✅ MATCH   
PNUTUSDT        0.00005000      0.00005000      0.0000        % $0.0881         $0.0881         0.0000        % ✅ MATCH   
POLUSDT         -0.00006138     -0.00006138     0.0000        % $0.1300         $0.1300         0.0115        % ✅ MATCH   
POLYXUSDT       0.00005000      0.00005000      0.0000        % $0.0647         $0.0647         0.0000        % ✅ MATCH   
POPCATUSDT      0.00003285      0.00003285      0.0000        % $0.1032         $0.1032         0.0000        % ✅ MATCH   
PORTALUSDT      -0.00004696     -0.00004696     0.0000        % $0.0188         $0.0188         0.0000        % ✅ MATCH   
POWRUSDT        0.00005000      0.00005000      0.0000        % $0.0935         $0.0935         0.0000        % ✅ MATCH   
PROMPTUSDT      -0.00026905     -0.00026905     0.0000        % $0.0561         $0.0561         0.0000        % ✅ MATCH   
PROMUSDT        0.00005000      0.00005000      0.0000        % $9.2000         $9.2000         0.0000        % ✅ MATCH   
PROVEUSDT       0.00005000      0.00005000      0.0000        % $0.4677         $0.4677         0.0032        % ✅ MATCH   
PTBUSDT         0.00028838      0.00028838      0.0000        % $0.0068         $0.0068         0.0000        % ✅ MATCH   
PUFFERUSDT      -0.00050138     -0.00050138     0.0000        % $0.0658         $0.0658         0.0003        % ✅ MATCH   
PUMPBTCUSDT     0.00005000      0.00005000      0.0000        % $0.0266         $0.0266         0.0000        % ✅ MATCH   
PUMPUSDT        0.00005000      None            N/A             0.0033          0.000466        N/A             ⚠️ NULL   
PUNDIXUSDT      0.00005000      0.00005000      0.0000        % $0.2521         $0.2521         0.0000        % ✅ MATCH   
PYTHUSDT        0.00005000      0.00005000      0.0000        % $0.0724         $0.0724         0.0000        % ✅ MATCH   
QNTUSDT         -0.00016980     -0.00016980     0.0000        % $97.3700        $97.3700        0.0000        % ✅ MATCH   
QTUMUSDT        0.00004331      0.00004331      0.0000        % $1.5100         $1.5100         0.0000        % ✅ MATCH   
QUSDT           0.00032713      0.00032713      0.0000        % $0.0103         $0.0103         0.0093        % ✅ MATCH   
RAREUSDT        0.00000963      0.00000963      0.0000        % $0.0250         $0.0250         0.0000        % ✅ MATCH   
RAYSOLUSDT      0.00005000      0.00005000      0.0000        % $1.1324         $1.1324         0.0000        % ✅ MATCH   
RDNTUSDT        0.00010000      0.00010000      0.0000        % $0.0106         $0.0106         0.0000        % ✅ MATCH   
RECALLUSDT      0.00005000      0.00005000      0.0000        % $0.0899         $0.0899         0.0000        % ✅ MATCH   
REDUSDT         0.00005000      0.00005000      0.0000        % $0.2623         $0.2623         0.0000        % ✅ MATCH   
REIUSDT         0.00005000      0.00005000      0.0000        % $0.0085         $0.0085         0.0000        % ✅ MATCH   
RENDERUSDT      0.00005000      0.00005000      0.0000        % $1.7080         $1.7070         0.0585        % ✅ MATCH   
RESOLVUSDT      -0.00129420     None            N/A             0.0721          -0.0056         N/A             ⚠️ NULL   
REZUSDT         -0.00022244     -0.00022244     0.0000        % $0.0064         $0.0064         0.0000        % ✅ MATCH   
RIFUSDT         0.00005000      0.00005000      0.0000        % $0.0362         $0.0362         0.0000        % ✅ MATCH   
RIVERUSDT       -0.00000185     -0.00000185     0.0000        % $4.0280         $4.0280         0.0000        % ✅ MATCH   
RLCUSDT         0.00000290      0.00000290      0.0000        % $0.7047         $0.7047         0.0000        % ✅ MATCH   
RLSUSDT         0.00005000      0.00005000      0.0000        % $0.0260         $0.0260         0.0003        % ✅ MATCH   
RONINUSDT       0.00005000      0.00005000      0.0000        % $0.1662         $0.1662         0.0000        % ✅ MATCH   
ROSEUSDT        0.00010000      None            N/A             0.0139          0.00082         N/A             ⚠️ NULL   
RPLUSDT         0.00005000      0.00005000      0.0000        % $2.4980         $2.4980         0.0013        % ✅ MATCH   
RSRUSDT         0.00010000      0.00010000      0.0000        % $0.0034         $0.0034         0.0036        % ✅ MATCH   
RUNEUSDT        0.00010000      0.00010000      0.0000        % $0.6592         $0.6592         0.0000        % ✅ MATCH   
RVNUSDT         -0.00005862     -0.00005862     0.0000        % $0.0080         $0.0080         0.0000        % ✅ MATCH   
RVVUSDT         0.00005000      0.00005000      0.0000        % $0.0044         $0.0044         0.0000        % ✅ MATCH   
SAFEUSDT        0.00005000      0.00005000      0.0000        % $0.1512         $0.1512         0.0005        % ✅ MATCH   
SAGAUSDT        0.00002887      0.00002887      0.0000        % $0.0750         $0.0750         0.0000        % ✅ MATCH   
SAHARAUSDT      -0.00174253     None            N/A             0.0394          -0.00052        N/A             ⚠️ NULL   
SANDUSDT        0.00010000      0.00010000      0.0000        % $0.1512         $0.1512         0.0000        % ✅ MATCH   
SANTOSUSDT      0.00005000      0.00005000      0.0000        % $2.0510         $2.0510         0.0000        % ✅ MATCH   
SAPIENUSDT      -0.00002184     -0.00002184     0.0000        % $0.1143         $0.1143         0.0087        % ✅ MATCH   
SCRTUSDT        -0.00016975     -0.00016975     0.0000        % $0.1303         $0.1303         0.0000        % ✅ MATCH   
SCRUSDT         0.00005000      0.00005000      0.0000        % $0.0917         $0.0917         0.0000        % ✅ MATCH   
SEIUSDT         0.00010000      0.00010000      0.0000        % $0.1384         $0.1384         0.0000        % ✅ MATCH   
SENTUSDT        0.00005000      0.00005000      0.0000        % $0.0464         $0.0464         0.0000        % ✅ MATCH   
SFPUSDT         0.00010000      None            N/A             0.3296          0.0185          N/A             ⚠️ NULL   
SHELLUSDT       -0.00001543     -0.00001543     0.0000        % $0.0558         $0.0558         0.0000        % ✅ MATCH   
SIGNUSDT        -0.00276771     -0.00276771     0.0000        % $0.0385         $0.0385         0.0000        % ✅ MATCH   
SIRENUSDT       0.00005000      0.00005000      0.0000        % $0.0843         $0.0843         0.0008        % ✅ MATCH   
SKATEUSDT       0.00005000      0.00005000      0.0000        % $0.0237         $0.0237         0.0001        % ✅ MATCH   
SKLUSDT         -0.00005276     -0.00005276     0.0000        % $0.0130         $0.0130         0.0000        % ✅ MATCH   
SKYAIUSDT       0.00005000      0.00005000      0.0000        % $0.0203         $0.0203         0.0000        % ✅ MATCH   
SKYUSDT         -0.00015108     -0.00015108     0.0000        % $0.0551         $0.0551         0.0000        % ✅ MATCH   
SLPUSDT         0.00005000      0.00005000      0.0000        % $0.0009         $0.0009         0.0000        % ✅ MATCH   
SNXUSDT         0.00010000      0.00010000      0.0000        % $0.5460         $0.5460         0.0000        % ✅ MATCH   
SOLUSDT         0.00010000      None            N/A             138.1200        10.85           N/A             ⚠️ NULL   
SOLVUSDT        0.00005000      0.00005000      0.0000        % $0.0177         $0.0177         0.0000        % ✅ MATCH   
SOMIUSDT        0.00005000      0.00005000      0.0000        % $0.2532         $0.2532         0.0001        % ✅ MATCH   
SONICUSDT       -0.00008051     -0.00008051     0.0000        % $0.0835         $0.0835         0.0000        % ✅ MATCH   
SOONUSDT        -0.00003260     -0.00003260     0.0000        % $0.4532         $0.4532         0.0009        % ✅ MATCH   
SOPHUSDT        0.00005000      0.00005000      0.0000        % $0.0164         $0.0164         0.0000        % ✅ MATCH   
SPELLUSDT       -0.00000947     -0.00000947     0.0000        % $0.0003         $0.0003         0.0231        % ✅ MATCH   
SPKUSDT         0.00005000      0.00005000      0.0000        % $0.0283         $0.0283         0.0038        % ✅ MATCH   
SPXUSDT         0.00005000      None            N/A             0.6992          0.0788          N/A             ⚠️ NULL   
SQDUSDT         -0.00022887     -0.00022887     0.0000        % $0.0546         $0.0546         0.0000        % ✅ MATCH   
SSVUSDT         -0.00000895     None            N/A             3.7200          0.498           N/A             ⚠️ NULL   
STABLEUSDT      0.00005000      None            N/A             0.0322          0.00584         N/A             ⚠️ NULL   
STBLUSDT        0.00005000      0.00005000      0.0000        % $0.0601         $0.0601         0.0000        % ✅ MATCH   
STEEMUSDT       -0.00010770     -0.00010770     0.0000        % $0.0759         $0.0759         0.0000        % ✅ MATCH   
STGUSDT         0.00010000      0.00010000      0.0000        % $0.1253         $0.1253         0.0000        % ✅ MATCH   
STORJUSDT       -0.00000918     -0.00000918     0.0000        % $0.1531         $0.1531         0.0000        % ✅ MATCH   
STOUSDT         0.00005000      0.00005000      0.0000        % $0.1158         $0.1158         0.0000        % ✅ MATCH   
STRKUSDT        0.00004099      0.00004099      0.0000        % $0.1226         $0.1226         0.0000        % ✅ MATCH   
STXUSDT         -0.00002273     -0.00002273     0.0000        % $0.3078         $0.3078         0.0000        % ✅ MATCH   
SUIUSDT         0.00010000      None            N/A             1.6356          0.2873          N/A             ⚠️ NULL   
SUNUSDT         0.00000899      0.00000899      0.0000        % $0.0204         $0.0204         0.0000        % ✅ MATCH   
SUPERUSDT       -0.00167078     None            N/A             0.2617          0.0364          N/A             ⚠️ NULL   
SUSDT           0.00005000      0.00005000      0.0000        % $0.1032         $0.1032         0.0000        % ✅ MATCH   
SUSHIUSDT       0.00010000      0.00010000      0.0000        % $0.3661         $0.3661         0.0043        % ✅ MATCH   
SWARMSUSDT      0.00013270      0.00013270      0.0000        % $0.0128         $0.0129         0.1168        % ❌ DIFF    
SXPUSDT         0.00010000      0.00010000      0.0000        % $0.0481         $0.0481         0.0000        % ✅ MATCH   
SXTUSDT         0.00005000      0.00005000      0.0000        % $0.0325         $0.0325         0.0026        % ✅ MATCH   
SYNUSDT         0.00005000      None            N/A             0.0584          0.00269         N/A             ⚠️ NULL   
SYRUPUSDT       -0.00004289     -0.00004289     0.0000        % $0.2519         $0.2519         0.0002        % ✅ MATCH   
SYSUSDT         0.00005000      0.00005000      0.0000        % $0.0211         $0.0211         0.0000        % ✅ MATCH   
TACUSDT         0.00021826      0.00021826      0.0000        % $0.0046         $0.0046         0.0000        % ✅ MATCH   
TAGUSDT         0.00005000      0.00005000      0.0000        % $0.0005         $0.0005         0.0000        % ✅ MATCH   
TAIKOUSDT       0.00005000      0.00005000      0.0000        % $0.1959         $0.1959         0.0000        % ✅ MATCH   
TAKEUSDT        0.00062439      0.00062439      0.0000        % $0.2964         $0.2964         0.0000        % ✅ MATCH   
TANSSIUSDT      0.00005000      0.00005000      0.0000        % $0.0167         $0.0167         0.0064        % ✅ MATCH   
TAOUSDT         0.00005000      0.00005000      0.0000        % $275.2200       $275.2200       0.0000        % ✅ MATCH   
TAUSDT          0.00005000      0.00005000      0.0000        % $0.0260         $0.0260         0.0000        % ✅ MATCH   
THETAUSDT       0.00004980      0.00004980      0.0000        % $0.3398         $0.3398         0.0000        % ✅ MATCH   
THEUSDT         -0.00005999     -0.00005999     0.0000        % $0.1486         $0.1486         0.0000        % ✅ MATCH   
TIAUSDT         0.00005000      0.00005000      0.0000        % $0.6181         $0.6181         0.0000        % ✅ MATCH   
TLMUSDT         0.00010000      0.00010000      0.0000        % $0.0023         $0.0023         0.0000        % ✅ MATCH   
TNSRUSDT        -0.00189224     None            N/A             0.1225          0.0076          N/A             ⚠️ NULL   
TOKENUSDT       0.00041806      0.00041806      0.0000        % $0.0041         $0.0041         0.0000        % ✅ MATCH   
TONUSDT         0.00005000      0.00005000      0.0000        % $1.5780         $1.5780         0.0000        % ✅ MATCH   
TOSHIUSDT       0.00005000      0.00005000      0.0000        % $0.0004         $0.0004         0.0068        % ✅ MATCH   
TOWNSUSDT       0.00005000      0.00005000      0.0000        % $0.0077         $0.0077         0.0000        % ✅ MATCH   
TRADOORUSDT     0.00005000      None            N/A             1.6160          0.142           N/A             ⚠️ NULL   
TRBUSDT         0.00004809      0.00004809      0.0000        % $20.6310        $20.6310        0.0000        % ✅ MATCH   
TREEUSDT        0.00005000      0.00005000      0.0000        % $0.1281         $0.1281         0.0000        % ✅ MATCH   
TRUMPUSDT       0.00003214      0.00003214      0.0000        % $5.9915         $5.9915         0.0000        % ✅ MATCH   
TRUSTUSDT       -0.00004900     -0.00004900     0.0000        % $0.1447         $0.1447         0.0000        % ✅ MATCH   
TRUTHUSDT       0.00005000      0.00005000      0.0000        % $0.0141         $0.0141         0.0000        % ✅ MATCH   
TRUUSDT         0.00010000      None            N/A             0.0122          0.00036         N/A             ⚠️ NULL   
TRXUSDT         -0.00001696     None            N/A             0.2808          0.00397         N/A             ⚠️ NULL   
TSTUSDT         0.00005000      0.00005000      0.0000        % $0.0153         $0.0153         0.0000        % ✅ MATCH   
TURBOUSDT       -0.00007794     None            N/A             0.0025          0.0006619       N/A             ⚠️ NULL   
TURTLEUSDT      0.00005000      None            N/A             0.0708          0.00142         N/A             ⚠️ NULL   
TUSDT           -0.00010218     -0.00010218     0.0000        % $0.0112         $0.0112         0.0000        % ✅ MATCH   
TUTUSDT         0.00005000      0.00005000      0.0000        % $0.0155         $0.0155         0.0000        % ✅ MATCH   
TWTUSDT         0.00002603      0.00002603      0.0000        % $1.0077         $1.0077         0.0000        % ✅ MATCH   
UAIUSDT         0.00005000      0.00005000      0.0000        % $0.1548         $0.1548         0.0000        % ✅ MATCH   
UBUSDT          0.00005000      0.00005000      0.0000        % $0.0424         $0.0424         0.0004        % ✅ MATCH   
UMAUSDT         0.00002917      None            N/A             0.8089          0.0343          N/A             ⚠️ NULL   
